protocol_version,experiment,stage,key_mode,training_decoder,eval_decoder,training_prior,eval_prior,seed,prequential_nll_bits,prequential_accuracy_pct,eval_nll_bits,eval_accuracy_pct,eval_macro_f1_pct,eval_brier,eval_ece_15,weighted_target_purity,target_retrieval_mass,energy_margin,recall_at_1,recall_at_4,recall_at_16,mrr,active_atoms,allocated_bytes,run_seconds,train_examples,eval_examples,dimension,max_features,hash_seed,capacity,top_k,key_nnz,key_scale,prior_mass,learning_rate_key,fixed_key_support,birth_seed,birth_count,validation_split_version,validation_split_hash,official_test_previously_exposed
banking77-mixture-v1-posthoc,A,official_test,learned,legacy_gated_logit,legacy_gated_logit,empirical,empirical,4,4.830436981901396,51.58452464260722,4.048990092722505,63.993506493506494,62.55023526110519,0.8451731914533424,nan,nan,nan,nan,nan,nan,nan,nan,4055,134204896,122.77007228892762,10003,3080,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,A,official_test,learned,legacy_gated_logit,categorical_mixture,empirical,uniform,4,nan,nan,1.7208117705583952,73.73376623376623,73.18314003490542,0.45835921373248534,0.27036583449498014,0.5036718911932409,0.420237785422352,0.2982575188209484,0.5993506493506493,0.8665584415584415,0.962012987012987,0.7292933010830764,4055,134204896,0.0,10003,3080,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,A,official_test,learned,legacy_gated_logit,categorical_mixture,empirical,empirical,4,nan,nan,1.7267304060542803,73.76623376623377,73.21641755010634,0.4584898536392887,0.2706452489141133,0.5036718911932409,0.420237785422352,0.2982575188209484,0.5993506493506493,0.8665584415584415,0.962012987012987,0.7292933010830764,4055,134204896,0.0,10003,3080,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,A,official_test,frozen,legacy_gated_logit,legacy_gated_logit,empirical,empirical,4,5.400376161028011,49.765070478856344,5.041124563686069,66.26623376623377,64.74812361530458,0.9412449141601463,nan,nan,nan,nan,nan,nan,nan,nan,4055,134204896,94.85026497300714,10003,3080,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,A,official_test,frozen,legacy_gated_logit,categorical_mixture,empirical,uniform,4,nan,nan,2.047547140813248,72.75974025974025,72.50610871298807,0.5363654367758759,0.35355458350053864,0.42520427414874207,0.33483506254972767,0.2141229188287413,0.615909090909091,0.8626623376623377,0.9594155844155844,0.7333752106515393,4055,134204896,0.0,10003,3080,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,A,official_test,frozen,legacy_gated_logit,categorical_mixture,empirical,empirical,4,nan,nan,2.054126610238898,72.75974025974025,72.50740343660779,0.536432603417666,0.3535212304394741,0.42520427414874207,0.33483506254972767,0.2141229188287413,0.615909090909091,0.8626623376623377,0.9594155844155844,0.7333752106515393,4055,134204896,0.0,10003,3080,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,B,validation,learned,categorical_mixture,categorical_mixture,uniform,uniform,0,2.277019845537927,66.50855074272874,1.482553567352426,79.8694779116466,78.43522504233995,0.38803816501361627,0.2851132658762805,0.5790423981479648,0.47460950376002126,0.6734577248613518,0.7821285140562249,0.9021084337349398,0.9673694779116466,0.8421923698098004,4055,132964066,79.17787015496287,8011,1992,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,B,validation,learned,categorical_mixture,categorical_mixture,uniform,empirical,0,2.277019845537927,66.50855074272874,1.482304962620689,79.8694779116466,78.43884727045197,0.3879883571492366,0.28494395618233453,0.5790423981479648,0.47460950376002126,0.6734577248613518,0.7821285140562249,0.9021084337349398,0.9673694779116466,0.8421923698098004,4055,132964066,79.17787015496287,8011,1992,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,B,validation,frozen,categorical_mixture,categorical_mixture,uniform,uniform,0,2.7238608294281876,61.92734989389589,2.023919987466233,73.19277108433735,71.68254482437074,0.5311444089299135,0.3541269164988733,0.4309549667744103,0.3379048271306667,0.2216760111621106,0.6179718875502008,0.857429718875502,0.9598393574297188,0.7345743381570506,4055,132964066,33.10845366702415,8011,1992,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,B,validation,frozen,categorical_mixture,categorical_mixture,uniform,empirical,0,2.7238608294281876,61.92734989389589,2.0223534906911413,73.2429718875502,71.72516018605073,0.530975692241591,0.3544738236403309,0.4309549667744103,0.3379048271306667,0.2216760111621106,0.6179718875502008,0.857429718875502,0.9598393574297188,0.7345743381570506,4055,132964066,33.10845366702415,8011,1992,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
